Customer_ID,Age,Annual_Income,Spending_Score,Credit_Limit,Balance,Purchase_Frequency,Avg_Transaction_Value,Customer_Tenure_Years,Credit_Utilization_Ratio,Days_Since_Last_Transaction,Revolving_Utilization,Payments,Product_Category,Payment_Status,Account_Type
3682,39,70889,51,21177,18771,5,170.91,20,0.71,68,0.5,518,Fashion,On-Time,Gold
3683,47,69166,14,7015,3880,5,466.58,10,0.25,131,0.12,1497,Fashion,On-Time,Gold
3684,63,36384,44,16681,0,10,86.5,9,0.57,29,0.27,1921,Home,On-Time,Gold
3685,54,75957,57,16578,10631,3,276.82,15,0.63,154,0.31,2831,Travel,On-Time,Gold
3686,32,130478,66,24336,8712,3,263.6,10,0.73,161,0.22,3707,Fashion,On-Time,Gold
3687,80,116436,72,24559,15981,3,222.52,16,0.19,69,0.57,3270,Electronics,Late,Gold
3688,48,109177,71,30918,10570,3,402.62,19,0.52,174,0.46,258,Electronics,On-Time,Gold
3689,64,96855,96,21972,18959,8,465.16,10,0.46,142,0.22,-981,Travel,On-Time,Gold
3690,42,60658,97,27881,9022,4,498.77,4,0.26,148,0.6,4254,Electronics,On-Time,Platinum
3691,53,20000,72,31005,6388,3,105.23,7,0.54,97,0.81,1353,Home,On-Time,Standard
3692,57,66958,80,22064,14965,7,69.29,2,0.91,29,0.86,740,Travel,On-Time,Gold
3693,63,65565,40,29396,13375,3,173.89,16,0.77,132,0.45,3402,Food,On-Time,Standard
3694,60,116951,64,21704,5003,9,357.13,15,0.56,13,0.95,5630,Travel,On-Time,Gold
3695,58,87375,39,19944,13811,6,232.04,7,0.73,151,0.18,4600,Fashion,Delayed,Gold
3696,40,139492,4,14845,13087,6,259.66,18,0.79,35,0.42,2381,Home,On-Time,Standard
3697,36,122899,93,23056,9637,2,499.74,6,0.72,14,0.49,5110,Home,Delayed,Gold
3698,49,56740,74,22743,17836,7,271.1,0,0.86,176,0.43,593,Fashion,On-Time,Standard
3699,58,20000,27,22850,20209,8,461.91,5,0.78,120,0.24,3265,Travel,Delayed,Standard
3700,41,130423,37,29121,5940,4,235.25,16,0.83,23,0.71,6855,Electronics,On-Time,Standard
3701,60,129375,80,27256,13418,2,248.07,13,0.52,122,0.09,3360,Electronics,On-Time,Standard
3702,66,20351,86,8203,10509,7,397.16,19,0.5,134,0.59,4607,Travel,Delayed,Standard
3703,31,135369,17,8356,6858,2,455.65,9,0.36,73,0.59,7251,Food,Delayed,Standard
3704,32,90284,36,20987,9146,6,415.82,15,0.49,58,0.2,4654,Food,On-Time,Platinum
3705,42,81427,26,12190,0,5,262.15,16,0.7,44,0.21,2769,Travel,On-Time,Platinum
3706,49,139591,24,19233,17534,6,364.12,14,0.31,111,0.82,2597,Travel,Delayed,Platinum
3707,37,128787,68,12709,15516,3,168.7,17,0.22,32,0.73,3611,Travel,Late,Standard
3708,65,101053,82,20772,0,5,84.73,15,0.88,72,0.47,3159,Travel,On-Time,Standard
3709,51,93928,26,11850,8699,6,121.11,0,0.03,84,0.41,2935,Electronics,On-Time,Standard
3710,45,99655,76,23214,12354,6,60.83,6,0.93,48,0.79,4393,Food,On-Time,Standard
3711,23,58997,53,11441,15984,3,250.03,0,0.85,57,0.85,8832,Fashion,On-Time,Standard
3712,25,72795,6,21086,8158,3,345.05,16,0.66,156,0.7,865,Food,On-Time,Standard
3713,49,38907,89,6505,8271,5,65.04,1,0.76,106,0.14,1836,Home,Late,Standard
3714,18,61678,77,10956,12573,2,73.32,16,0.6,3,0.35,6642,Home,On-Time,Standard
3715,60,60334,26,25646,5234,10,284.37,20,0.57,82,0.1,4635,Home,On-Time,Gold
3716,42,49587,58,30256,21644,4,472.81,3,0.65,48,0.75,2213,Home,On-Time,Gold
3717,80,80469,71,27291,10723,2,113.62,13,0.01,170,0.39,897,Electronics,Delayed,Platinum
3718,79,62040,30,26062,11357,5,355.33,2,0.83,18,0.11,2423,Electronics,On-Time,Standard
3719,42,95089,98,31852,19434,4,344.5,10,0.82,53,0.76,4743,Electronics,Late,Standard
3720,43,20000,90,27724,9832,2,187.68,0,0.49,111,0.49,2576,Food,On-Time,Standard
3721,59,70465,67,7753,19504,8,84.15,3,0.24,70,0.58,5877,Fashion,On-Time,Gold
3722,70,80262,3,27626,0,3,324.13,3,0.33,170,0.06,1525,Home,On-Time,Platinum
3723,20,62574,17,27500,18077,1,249.47,18,0.43,83,0.43,-634,Travel,Delayed,Platinum
3724,18,68104,62,5015,17233,6,190.38,10,0.16,6,0.2,1463,Travel,On-Time,Platinum
3725,35,20000,86,14613,0,3,401.05,5,0.61,11,0.55,1574,Fashion,Delayed,Standard
3726,53,89259,95,32632,7735,10,232.22,13,0.15,142,0.6,2863,Electronics,On-Time,Platinum
3727,52,100904,75,18963,12842,3,327.69,3,0.68,172,0.48,2924,Home,Late,Platinum
3728,61,94741,51,10873,15674,3,165.31,9,0.56,79,0.17,984,Travel,On-Time,Gold
3729,27,116549,83,26908,19174,4,85.24,0,0.84,119,0.91,2594,Fashion,On-Time,Standard
3730,18,83061,62,17795,0,5,119.81,15,0.4,170,0.63,2378,Home,On-Time,Standard
3731,57,94147,44,16909,10559,6,215.43,14,0.91,79,0.28,2428,Electronics,Delayed,Gold
3732,32,81243,11,26989,3420,8,380.21,1,0.65,88,0.67,1073,Fashion,On-Time,Gold
3733,18,102502,7,23230,5035,5,313.54,12,0.0,72,0.77,5958,Home,On-Time,Standard
3734,47,20000,21,19055,15607,6,219.29,15,0.44,128,0.59,3104,Home,On-Time,Standard
3735,56,39256,90,22647,4427,5,263.43,8,0.97,59,0.29,2431,Home,On-Time,Gold
3736,43,138475,40,18601,10020,6,311.75,20,0.96,12,0.83,6698,Home,Late,Standard
3737,38,20000,40,27311,6893,10,126.15,1,0.57,84,0.14,5195,Home,Delayed,Gold
3738,42,69392,80,8661,17020,4,172.31,9,0.66,89,0.85,2133,Travel,On-Time,Standard
3739,39,121890,56,18459,0,2,174.43,9,0.24,15,0.04,1780,Home,On-Time,Standard
3740,24,71269,31,16691,18690,5,96.37,6,0.32,128,0.66,263,Fashion,Late,Standard
3741,34,58799,96,22444,20420,6,139.9,0,0.4,176,0.89,-659,Electronics,On-Time,Gold
3742,52,80176,94,10986,14164,6,301.68,3,0.41,142,0.51,2003,Food,Delayed,Standard
3743,49,60875,54,31998,11588,3,151.84,17,0.71,130,0.76,4571,Travel,Delayed,Gold
3744,47,76233,5,14065,0,2,311.9,7,0.08,13,0.67,495,Travel,On-Time,Standard
3745,30,47664,38,28470,14499,4,60.81,17,0.05,147,0.24,5821,Food,On-Time,Gold
3746,42,119346,8,24841,17062,1,128.21,7,0.52,97,0.58,4731,Travel,On-Time,Standard
3747,18,131930,31,21717,10709,6,325.2,17,0.58,90,0.28,5183,Fashion,On-Time,Gold
3748,47,69664,35,21971,5426,7,312.99,7,0.39,163,0.98,2752,Fashion,On-Time,Standard
3749,66,20000,15,5146,20241,4,174.06,17,0.75,57,0.83,1476,Travel,Delayed,Standard
3750,22,54046,11,15966,3933,6,330.47,2,0.17,95,0.87,2563,Home,Late,Gold
3751,36,67640,40,46007,17909,5,124.66,3,0.99,30,0.98,3080,Home,On-Time,Standard
3752,49,95221,66,21704,13695,2,417.89,15,0.35,69,0.09,4282,Electronics,On-Time,Standard
3753,63,34679,57,23286,8785,0,162.65,2,0.33,32,0.25,-896,Food,On-Time,Standard
3754,38,44233,90,5000,27073,5,260.29,9,0.39,101,0.6,4992,Food,Delayed,Gold
3755,34,95427,90,18053,13378,9,476.3,9,0.84,156,0.0,-53,Food,Late,Standard
3756,18,112556,8,17146,14083,5,310.01,8,0.22,20,0.15,1911,Home,On-Time,Gold
3757,46,50136,16,14075,13576,6,388.52,4,0.46,167,0.42,-41,Electronics,On-Time,Standard
3758,75,21671,4,24595,12118,6,385.48,8,0.27,46,0.74,1520,Electronics,Late,Standard
3759,49,200000,25,16584,9323,8,221.62,8,0.04,24,0.85,2144,Fashion,On-Time,Standard
3760,44,106332,84,14202,15300,7,95.07,20,0.37,179,0.62,2709,Home,Late,Standard
3761,49,64319,0,8237,10692,5,203.25,7,0.08,142,0.12,-1019,Travel,On-Time,Gold
3762,44,109761,0,11153,0,8,65.2,1,0.97,135,0.11,1901,Electronics,On-Time,Gold
3763,32,70021,34,12133,4226,7,168.89,5,0.14,19,0.49,3054,Travel,On-Time,Gold
3764,57,109686,8,17260,18060,5,66.33,17,0.98,32,0.76,5862,Fashion,On-Time,Gold
3765,48,81375,86,16041,16188,2,238.8,0,0.46,163,0.09,5740,Travel,On-Time,Platinum
3766,45,78650,37,14985,2733,4,54.06,19,0.17,121,0.23,3827,Electronics,On-Time,Platinum
3767,30,70456,3,6529,6197,6,392.31,15,0.27,165,0.39,4350,Home,On-Time,Gold
3768,64,20000,51,11955,5699,4,483.37,1,0.39,49,0.61,5249,Home,Delayed,Standard
3769,54,152523,18,21022,20192,5,64.25,9,0.68,105,0.74,2219,Electronics,On-Time,Standard
3770,36,37338,100,31672,0,3,310.03,19,0.71,6,0.53,4665,Food,Delayed,Gold
3771,60,20599,4,32805,5704,2,171.7,3,0.22,23,0.41,1284,Fashion,On-Time,Standard
3772,37,66485,91,35997,10555,5,285.67,11,0.2,79,0.04,4125,Food,Late,Standard
3773,33,36541,47,22106,0,7,474.4,14,0.91,168,0.3,3652,Electronics,On-Time,Standard
3774,33,72931,86,19556,10575,5,394.38,11,0.45,162,0.38,3167,Travel,Delayed,Standard
3775,18,102510,62,25073,2691,8,385.84,15,0.36,150,0.09,1318,Food,On-Time,Standard
3776,52,114812,37,17134,4134,3,182.03,2,0.63,149,0.46,2312,Travel,On-Time,Gold
3777,18,107589,51,26422,6363,2,408.41,6,0.55,78,0.62,-312,Travel,On-Time,Standard
3778,26,62774,86,18713,8732,5,96.12,4,0.89,120,0.7,-688,Fashion,Delayed,Gold
3779,18,76983,45,22214,6050,7,368.37,9,0.16,152,0.47,430,Electronics,On-Time,Gold
3780,43,91315,81,14166,10668,6,231.87,20,0.45,147,0.12,3955,Electronics,On-Time,Gold
3781,42,20000,92,27716,18719,4,246.76,16,0.2,132,0.56,2918,Electronics,On-Time,Standard
3782,40,97823,91,12119,16066,4,270.43,20,0.11,92,0.16,4546,Travel,Delayed,Gold
3783,29,20000,8,14910,20594,8,395.71,4,0.29,3,0.27,2061,Food,Late,Gold
3784,27,156613,49,17311,9475,7,190.18,16,0.07,152,0.13,3664,Electronics,On-Time,Gold
3785,51,58819,73,13308,9501,2,195.57,11,0.6,36,0.09,732,Electronics,On-Time,Gold
3786,36,67604,65,24531,11455,3,284.15,14,0.85,152,0.17,1520,Electronics,Delayed,Standard
3787,49,44211,76,21039,0,9,170.51,3,0.3,97,0.41,2265,Food,On-Time,Gold
3788,31,49801,37,12191,17239,6,250.75,1,0.63,85,0.44,2831,Fashion,On-Time,Gold
3789,47,165963,26,15829,7376,6,347.15,16,0.13,146,0.63,2682,Fashion,On-Time,Gold
3790,64,112614,19,21120,9690,6,495.44,17,0.23,174,0.11,494,Electronics,On-Time,Gold
3791,53,20000,61,21665,12990,4,167.9,18,0.68,115,0.32,5698,Electronics,Late,Platinum
3792,38,135168,73,12360,4592,5,167.97,2,0.92,67,0.76,2121,Travel,On-Time,Standard
3793,48,122729,15,20130,4814,5,227.35,4,0.02,174,0.88,1897,Travel,On-Time,Standard
3794,41,63751,78,24985,12731,6,346.58,13,0.64,95,0.6,2893,Home,Delayed,Standard
3795,45,87267,12,17573,13055,1,466.81,18,0.7,163,0.86,2360,Travel,On-Time,Standard
3796,40,74402,19,11794,26014,3,477.06,13,0.6,162,0.39,-1298,Food,On-Time,Standard
3797,42,153903,23,30657,11704,9,202.11,18,0.43,31,0.1,4993,Fashion,On-Time,Standard
3798,48,43148,49,25029,13742,0,237.77,0,0.99,88,0.68,-456,Travel,Late,Standard
3799,30,80840,6,16677,26277,7,246.35,4,0.27,69,0.74,4296,Fashion,Late,Standard
3800,29,57874,86,20763,12421,4,207.01,16,0.47,49,0.11,3149,Food,Delayed,Standard
3801,24,20000,87,17155,13032,7,191.94,16,0.67,55,0.13,223,Electronics,On-Time,Standard
3802,20,162665,28,12082,0,3,82.13,18,0.0,24,0.0,1432,Fashion,Late,Standard
3803,26,27737,4,25463,7293,5,295.29,12,0.36,21,0.63,887,Home,On-Time,Standard
3804,47,83805,34,33327,11426,4,348.05,11,0.39,57,0.35,6817,Fashion,On-Time,Standard
3805,31,20000,64,27246,4669,5,496.21,15,0.01,15,0.43,890,Fashion,On-Time,Platinum
3806,52,59037,99,21967,11493,2,328.63,0,0.03,122,0.06,3684,Food,On-Time,Standard
3807,45,91878,81,17466,15030,6,324.7,4,0.99,134,0.01,4909,Electronics,On-Time,Standard
3808,18,42010,69,5000,16465,8,216.67,13,0.11,48,0.37,2126,Travel,On-Time,Gold
3809,54,98472,86,32557,9236,1,75.88,12,0.24,104,0.68,6489,Electronics,Late,Standard
3810,57,64238,73,14668,0,7,326.37,2,0.14,33,0.02,3873,Food,On-Time,Standard
3811,30,121403,6,26668,10604,5,106.49,1,0.51,27,0.02,4647,Electronics,Late,Gold
3812,51,129470,43,27531,7058,8,384.76,11,0.74,141,0.11,4845,Home,On-Time,Gold
3813,32,51530,71,27304,4628,3,389.37,8,0.08,66,0.94,6293,Home,On-Time,Gold
3814,46,78069,12,8808,8024,5,97.29,5,0.59,143,0.78,4640,Food,On-Time,Gold
3815,26,82338,93,27863,7572,5,174.93,9,0.35,138,0.27,2591,Electronics,On-Time,Gold
3816,18,99773,81,16200,8473,6,418.95,17,0.49,6,0.1,4741,Home,Delayed,Gold
3817,39,75575,77,19284,6799,7,482.98,15,0.27,1,0.1,4104,Travel,On-Time,Standard
3818,43,82608,74,19042,20065,3,378.76,12,0.86,171,0.35,3446,Electronics,On-Time,Standard
3819,39,65263,37,15071,11863,4,230.6,17,0.45,72,0.14,1063,Food,On-Time,Standard
3820,27,79609,12,17611,11892,5,422.24,13,0.16,34,0.23,669,Food,On-Time,Standard
3821,39,126917,53,21126,12909,2,181.8,16,0.79,110,0.36,2690,Home,On-Time,Standard
3822,49,100843,43,12477,379,6,439.82,12,0.75,96,0.45,815,Travel,Late,Standard
3823,44,103050,96,6934,17101,7,69.28,19,0.48,8,0.06,3333,Travel,On-Time,Standard
3824,47,103922,12,27149,32761,5,496.82,20,0.72,162,0.88,1209,Travel,Delayed,Standard
3825,34,68847,24,22311,3263,2,99.74,8,0.6,175,0.05,3383,Travel,On-Time,Standard
3826,62,87753,23,5094,5277,2,461.82,8,0.16,140,0.93,6048,Electronics,Delayed,Platinum
3827,27,31593,28,23250,6157,6,433.64,13,1.0,99,0.25,6154,Travel,On-Time,Platinum
3828,52,125752,99,18545,12092,7,181.94,1,0.77,130,0.25,556,Travel,On-Time,Standard
3829,62,20000,69,9582,9049,6,258.06,6,0.67,46,0.9,3833,Fashion,On-Time,Standard
3830,52,71514,17,15636,6395,4,146.51,5,0.83,145,0.52,1976,Travel,On-Time,Gold
3831,41,120635,91,22954,14101,5,266.48,4,0.93,72,0.28,2137,Food,On-Time,Gold
3832,37,20445,4,12059,12714,7,131.36,13,0.58,128,0.52,2234,Travel,On-Time,Platinum
3833,60,90991,17,11860,18558,0,181.68,3,0.59,0,0.98,2990,Food,On-Time,Platinum
3834,23,47769,62,15466,11010,7,67.62,11,0.02,33,0.86,2392,Travel,On-Time,Gold
3835,30,60247,36,12443,9714,5,298.34,14,0.41,42,0.23,2566,Home,On-Time,Platinum
3836,39,112837,70,11181,6961,4,375.59,9,0.51,45,0.05,5071,Travel,On-Time,Gold
3837,63,82922,54,11045,11646,7,141.03,17,0.23,127,0.77,3764,Electronics,On-Time,Standard
3838,50,20000,72,23463,2703,7,325.46,3,0.36,66,0.12,3353,Home,Delayed,Standard
3839,30,35942,98,12744,17613,7,71.64,0,0.37,30,0.59,5412,Fashion,On-Time,Standard
3840,40,114013,11,28656,14380,2,87.56,15,0.37,91,0.64,2402,Fashion,Delayed,Platinum
3841,35,92957,51,37252,11565,5,295.01,15,0.96,39,0.25,2074,Travel,On-Time,Platinum
3842,34,144925,56,18697,7180,5,76.68,5,0.59,180,0.57,4117,Food,On-Time,Gold
3843,59,142305,45,36136,21469,4,255.74,8,0.31,124,0.54,5615,Food,On-Time,Standard
3844,24,61310,43,24338,6163,7,78.83,20,0.3,135,0.7,491,Home,On-Time,Standard
3845,69,175129,23,21297,4048,5,207.17,7,0.85,16,0.9,4035,Fashion,On-Time,Platinum
3846,57,75979,8,19503,7835,3,446.3,12,0.64,23,0.13,2037,Fashion,On-Time,Standard
3847,61,36493,11,5000,15788,3,385.88,10,0.85,159,0.57,5067,Fashion,On-Time,Platinum
3848,38,49654,99,16397,20031,6,236.1,3,0.64,99,0.55,2797,Food,On-Time,Standard
3849,42,20000,100,11002,17422,4,207.63,17,0.91,92,0.5,1394,Home,On-Time,Standard
3850,23,139280,8,27001,833,4,214.12,6,0.4,70,0.39,7747,Electronics,Delayed,Gold
3851,37,138790,21,33705,9590,9,109.3,3,0.84,22,0.99,2751,Home,On-Time,Gold
3852,52,34379,16,21716,6631,3,225.79,9,0.18,155,0.74,2355,Food,Late,Standard
3853,64,65884,32,22014,12780,5,314.37,10,0.67,121,0.73,920,Home,On-Time,Gold
3854,28,78824,46,27700,7956,7,431.57,9,0.36,142,0.73,-473,Home,Late,Standard
3855,39,36585,87,20948,15426,5,357.14,5,0.52,3,0.1,4848,Travel,On-Time,Standard
3856,42,20000,14,29624,6812,3,337.08,16,0.74,14,0.14,1916,Home,Delayed,Standard
3857,24,66585,92,38919,4091,3,80.24,12,0.56,154,0.17,4602,Electronics,On-Time,Standard
3858,53,62156,95,31553,19155,6,114.23,3,0.73,167,0.34,4185,Travel,Delayed,Standard
3859,34,59463,32,15018,9778,4,92.5,11,0.04,47,0.37,3083,Electronics,On-Time,Gold
3860,42,83908,92,26715,16192,10,135.89,19,0.4,24,0.26,-1386,Food,On-Time,Platinum
3861,38,132180,14,14657,1937,7,398.29,1,0.95,169,0.48,3573,Food,Delayed,Standard
3862,33,62876,26,18232,3328,2,329.16,3,0.76,128,0.74,5849,Food,On-Time,Standard
3863,44,81817,97,33149,1126,9,249.06,11,0.48,155,0.23,4332,Fashion,Delayed,Platinum
3864,41,104074,60,12023,4581,4,55.22,14,0.71,11,0.17,3880,Travel,On-Time,Gold
3865,39,97165,67,16829,5260,5,350.65,19,0.03,2,0.94,5340,Travel,Late,Gold
3866,34,50423,81,29139,4650,3,292.73,5,0.29,20,0.15,857,Travel,On-Time,Standard
3867,49,78855,84,13143,9725,4,87.27,10,0.9,154,0.95,3524,Home,Delayed,Standard
3868,69,96901,47,5000,3002,5,365.34,3,0.5,152,0.69,2640,Electronics,On-Time,Platinum
3869,47,29865,7,8067,4698,5,171.42,16,0.95,118,0.63,4938,Travel,On-Time,Gold
3870,59,125541,5,15130,11521,5,267.8,13,0.26,156,0.81,1028,Fashion,On-Time,Gold
3871,24,132263,62,19688,23727,6,193.45,2,0.83,173,0.07,4312,Electronics,On-Time,Standard
3872,47,46088,83,17572,13337,7,195.16,7,0.02,94,0.16,6565,Fashion,Delayed,Platinum
3873,28,82746,1,15904,12684,3,76.56,1,0.0,42,0.08,3115,Home,Delayed,Gold
3874,22,100691,21,20615,8127,4,71.49,15,0.14,77,0.71,873,Home,On-Time,Gold
3875,33,53175,20,16025,0,5,400.01,14,0.26,69,0.07,2158,Food,On-Time,Standard
3876,62,94264,5,14429,8602,7,51.48,5,0.04,78,0.0,5523,Electronics,On-Time,Standard
3877,59,81530,95,21838,2842,4,179.43,1,0.21,128,0.1,196,Fashion,Late,Gold
3878,48,20000,69,20920,17160,3,478.07,16,0.87,113,0.1,3803,Home,Late,Gold
3879,22,93366,12,28127,21003,4,409.45,17,0.92,14,0.04,2375,Travel,On-Time,Standard
3880,42,30994,0,36152,3632,5,283.28,20,0.12,174,0.4,1752,Electronics,On-Time,Standard
3881,49,112568,21,5000,9852,6,383.98,6,0.32,54,0.86,5138,Food,On-Time,Gold
3882,47,48151,23,24153,476,3,474.7,6,0.61,180,0.74,6883,Electronics,On-Time,Gold
3883,18,68548,63,21272,15797,6,472.94,8,0.66,91,0.76,-175,Home,On-Time,Platinum
3884,31,129891,40,30225,18738,9,250.62,20,0.03,61,0.05,5849,Fashion,On-Time,Standard
3885,44,94855,93,15941,13987,5,195.09,8,0.91,171,0.63,3383,Electronics,On-Time,Gold
3886,53,31821,21,16983,12237,3,386.66,15,0.43,77,0.37,5128,Home,On-Time,Platinum
3887,18,34403,60,9668,9692,6,234.58,20,0.44,86,0.98,678,Home,Delayed,Standard
3888,42,51027,11,28201,13460,2,119.66,4,0.09,61,0.21,1381,Fashion,On-Time,Standard
3889,47,90785,89,21088,8084,6,137.19,17,0.53,166,0.22,3986,Travel,On-Time,Standard
3890,57,89331,3,29010,7391,6,294.4,19,0.59,99,0.12,2990,Food,On-Time,Platinum
3891,55,41275,82,16553,18781,6,279.13,11,0.46,36,0.6,3477,Electronics,Delayed,Standard
3892,53,28311,79,14625,15473,8,258.5,4,0.89,155,0.51,3639,Fashion,On-Time,Standard
3893,33,86263,11,25817,6007,2,216.52,19,0.11,169,0.28,729,Home,On-Time,Standard
3894,18,67725,32,17291,22634,6,196.3,10,0.18,100,0.61,4397,Home,Delayed,Gold
3895,39,161288,20,25050,5127,5,134.71,10,0.38,180,0.48,67,Electronics,On-Time,Platinum
3896,60,76464,99,24087,23534,6,356.83,10,0.61,164,0.53,5640,Electronics,On-Time,Standard
3897,65,147570,72,20855,902,2,276.4,10,0.42,63,0.29,4845,Electronics,On-Time,Gold
3898,55,28184,71,15139,8984,8,216.21,7,0.85,85,0.62,6733,Food,On-Time,Standard
3899,51,20000,83,22861,13186,7,399.83,15,0.21,10,0.91,4288,Travel,On-Time,Standard
3900,50,30196,73,13929,12435,9,334.59,15,0.24,66,0.15,2438,Travel,On-Time,Gold
3901,36,122565,95,20781,11282,3,390.03,17,0.89,62,0.02,1007,Travel,On-Time,Standard
3902,43,145244,91,33462,18911,4,340.0,17,0.47,20,0.85,1757,Food,On-Time,Standard
3903,70,43712,73,29920,13097,4,331.25,18,0.65,170,0.8,4597,Electronics,On-Time,Platinum
3904,30,56577,71,15933,13604,1,235.32,18,0.38,156,0.24,6787,Food,On-Time,Standard
3905,69,28240,51,22181,5756,4,176.47,18,0.38,172,0.83,5506,Travel,On-Time,Platinum
3906,40,20000,46,15708,15737,6,153.99,11,0.14,6,0.68,4177,Home,On-Time,Standard
3907,64,103736,96,22253,6907,7,454.4,6,0.89,74,0.8,2340,Fashion,On-Time,Standard
3908,23,83920,58,12666,17978,4,140.38,15,0.83,47,0.91,2358,Food,Late,Standard
3909,53,75419,46,14754,20094,5,352.77,0,0.54,78,0.38,2155,Electronics,On-Time,Standard
3910,33,20000,55,34990,10551,8,135.23,9,0.04,170,0.8,2931,Fashion,On-Time,Platinum
3911,23,140598,12,21061,13666,5,472.52,12,0.22,40,0.71,1022,Travel,On-Time,Standard
3912,48,54865,43,16406,11988,4,138.22,14,0.19,44,0.58,4971,Fashion,On-Time,Platinum
3913,60,96345,34,5000,9506,6,434.69,17,0.54,25,0.94,2672,Electronics,On-Time,Platinum
3914,32,20000,28,21340,8458,4,470.81,4,0.16,137,0.66,1673,Fashion,Late,Standard
3915,22,67378,55,37486,2068,4,143.1,18,0.43,150,0.59,5199,Food,On-Time,Standard
3916,43,86654,4,15437,5371,5,449.17,6,0.19,39,0.58,-906,Food,On-Time,Platinum
3917,43,88083,66,16925,10676,6,99.26,17,0.29,149,0.6,4487,Home,On-Time,Standard
3918,53,81185,52,20382,20028,6,364.99,1,0.3,45,0.9,1967,Travel,On-Time,Gold
3919,59,94780,100,14935,12400,3,278.1,13,0.23,89,0.28,3165,Fashion,Late,Standard
3920,44,29779,59,37668,17966,4,482.5,19,0.26,44,0.71,126,Travel,Delayed,Standard
3921,72,82894,5,27843,0,7,266.43,7,0.15,132,0.21,3568,Fashion,On-Time,Platinum
3922,48,79550,47,25568,19540,3,80.79,12,0.77,157,0.27,195,Electronics,On-Time,Standard
3923,39,84266,79,36914,14599,2,106.81,7,0.97,129,0.65,4296,Food,On-Time,Gold
3924,20,77893,34,33644,17275,5,194.65,20,0.78,36,0.52,5677,Electronics,On-Time,Gold
3925,41,24071,17,20628,0,6,261.04,2,0.37,150,0.91,-755,Electronics,Late,Gold
3926,39,22288,10,17766,7240,3,481.07,11,0.76,66,0.66,2992,Travel,Delayed,Platinum
3927,59,20000,50,17686,2660,8,267.94,3,0.06,18,0.4,3496,Electronics,On-Time,Gold
3928,51,107701,22,15663,14972,10,468.51,12,0.35,133,0.13,4167,Electronics,On-Time,Gold
3929,27,108106,46,18247,13568,2,461.01,11,0.4,31,0.08,1811,Home,On-Time,Standard
3930,47,108742,74,15906,16541,4,125.93,16,0.01,124,0.5,3276,Travel,Delayed,Standard
3931,55,87271,58,10990,7346,7,463.68,18,0.95,1,0.58,4231,Electronics,On-Time,Standard
3932,67,20000,56,5000,15743,4,164.83,15,0.46,122,0.48,3737,Travel,Late,Gold
3933,58,33931,92,28365,10021,5,426.56,15,0.99,117,0.43,2193,Fashion,On-Time,Standard
3934,56,81816,55,5000,18212,6,488.88,11,0.28,10,0.54,1941,Fashion,On-Time,Standard
3935,45,80420,26,22839,14821,3,82.39,11,0.98,89,0.41,3484,Electronics,On-Time,Gold
3936,50,66090,72,27750,4919,2,356.64,11,0.61,148,0.06,1390,Travel,On-Time,Standard
3937,63,89756,34,23520,12021,8,241.81,14,0.42,29,0.15,3387,Electronics,Late,Standard
3938,25,75466,54,18815,308,7,254.81,10,0.83,115,0.12,2706,Travel,On-Time,Gold
3939,39,79830,8,21732,18357,8,301.45,14,0.54,57,0.35,3201,Travel,Delayed,Standard
3940,33,49437,17,16520,14654,6,475.45,17,0.83,171,0.07,4177,Electronics,On-Time,Standard
3941,50,114280,43,19258,14929,7,334.46,1,0.51,139,0.31,1805,Home,On-Time,Gold
3942,63,57769,20,17481,16430,3,496.32,14,0.42,49,0.09,4907,Home,On-Time,Standard
3943,36,21774,55,14503,11547,7,484.36,2,0.61,23,0.53,1404,Fashion,On-Time,Gold
3944,18,44160,47,29514,0,4,435.34,19,0.76,62,0.92,752,Home,On-Time,Gold
3945,38,61061,99,26970,16754,2,364.61,9,0.05,18,0.67,2247,Food,On-Time,Gold
3946,58,114760,0,18801,4847,5,154.32,19,0.4,94,0.08,3911,Fashion,Delayed,Standard
3947,53,73309,26,20380,4262,4,307.84,11,0.17,136,0.05,3209,Electronics,On-Time,Standard
3948,51,67554,44,14027,15265,6,155.21,15,0.95,21,0.78,781,Travel,On-Time,Platinum
3949,40,25053,62,22883,6336,5,479.41,3,0.97,89,0.07,1914,Electronics,On-Time,Standard
3950,25,106419,57,19168,11172,5,481.46,10,0.91,130,0.92,1565,Home,Late,Standard
3951,52,48921,39,17359,15087,4,199.66,1,0.51,139,0.22,4650,Travel,Late,Gold
3952,32,70998,62,22052,14875,10,71.65,13,0.76,33,0.49,5371,Fashion,Late,Gold
3953,77,134207,37,20678,17708,6,422.5,9,0.92,118,0.45,4444,Fashion,On-Time,Standard
3954,53,95350,28,13228,6149,1,208.44,19,0.87,5,0.8,3225,Electronics,Delayed,Standard
3955,36,20000,39,27196,7873,4,193.78,2,0.54,40,0.35,2873,Fashion,On-Time,Platinum
3956,35,20000,18,27881,12458,3,310.98,19,0.15,106,0.3,5892,Home,Delayed,Standard
3957,43,72427,87,14553,1001,6,50.21,7,0.91,87,0.52,4275,Home,On-Time,Gold
3958,41,26490,55,45542,4384,5,218.74,2,0.82,104,0.47,2820,Electronics,On-Time,Standard
3959,61,100941,43,12441,3788,9,237.36,1,0.4,48,0.8,721,Food,On-Time,Gold
